acapproject	eligible	date	day	month	year	pplid	pplname	latitude	longitude	distid	distname	provid	provname	altitude	population	logpop	logelev	langcode	language	pashto	neighbors	cdcfamilies	cdcprojects	cdcpercapita	killed	wounded	combined	killeddum	woundeddum	property	incidenttype	airstrike	cfmilop	crossfire	milop	sb	ied	accident	eof	indirect	cfindirect	isafinit	isafresp	talibresp	pre7a	preied7a	post7a	postied7a	preisaf7a	diff7a	diffied7a	pre7b	preied7b	post7b	postied7b	diff7b	diffied7b	pre7c	preied7c	post7c	postied7c	diff7c	diffied7c	pre30a	preied30a	post30a	postied30a	preisaf30a	diff30a	diffied30a	pre30b	preied30b	post30b	postied30b	diff30b	diffied30b	pre30c	preied30c	post30c	postied30c	diff30c	diffied30c	pre90a	preied90a	post90a	postied90a	preisaf90a	diff90a	diffied90a	pre90b	preied90b	post90b	postied90b	diff90b	diffied90b	pre90c	preied90c	post90c	postied90c	diff90c	diffied90c	pre180a	preied180a	post180a	postied180a	preisaf180a	diff180a	diffied180a	pre180b	preied180b	post180b	postied180b	diff180b	diffied180b	pre180c	preied180c	post180c	postied180c	diff180c	diffied180c	pre365a	preied365a	post365a	postied365a	preisaf365a	diff365a	diffied365a	pre365b	preied365b	post365b	postied365b	diff365b	diffied365b	pre365c	preied365c	post365c	postied365c	diff365c	diffied365c	pre730a	preied730a	post730a	postied730a	preisaf730a	diff730a	diffied730a	pre730b	preied730b	post730b	postied730b	diff730b	diffied730b	pre730c	preied730c	post730c	postied730c	diff730c	diffied730c	kabul	pakistan	dcdistkm	basedistkm	km3bases	km5bases	km10bases	fightingseason	dateofincident	incidentmonth	incidentday	incidentyear	rightcensor730sigact	rightcensor730immap	rightcensor365immap	dum2011	dum2012	dum2013	qtr42011	qtr12012	qtr22012	qtr32012	qtr42012	qtr12013	qtr22013	qtr32013	valueia	beneficiaries	aidamount	casualties	totalharm	logneighbors	logdisttobase	logdcdistkm	logroadkm	logaidamount	logcdcpercapita	logbeneficiaries	logvalueia	pre7aplacebo	preisaf7aplacebo	preied7aplacebo	post7aplacebo	postied7aplacebo	diff7aplacebo	pre90aplacebo	preisaf90aplacebo	preied90aplacebo	post90aplacebo	postied90aplacebo	diff90aplacebo	pre180aplacebo	preisaf180aplacebo	preied180aplacebo	post180aplacebo	postied180aplacebo	diff180aplacebo	pre365aplacebo	preisaf365aplacebo	preied365aplacebo	post365aplacebo	postied365placebo	diff365aplacebo	pqtr42008	pqtr12009	pqtr22009	pqtr32009	pqtr42009	pqtr12010	pqtr22010	pqtr32010	incidentlocationrc	rc	north	south	southwest	west	kunar	helmand	kandahar	khost	logar	east	pre7aid	preisaf7aid	preied7aid	post7aid	postied7aid	pre90aid	preisaf90aid	preied90aid	post90aid	postied90aid	pre180aid	preisaf180aid	preied180aid	post180aid	postied180aid	pre365aid	preisaf365aid	preied365aid	post365aid	postied365aid	pre7bid	preied7bid	post7bid	postied7bid	pre90bid	preied90bid	post90bid	postied90bid	pre180bid	preied180bid	post180bid	postied180bid	pre365bid	preied365bid	post365bid	postied365bid	pre7cid	preied7cid	post7cid	postied7cid	pre90cid	preied90cid	post90cid	postied90cid	pre180cid	preied180cid	post180cid	postied180cid	pre365cid	preied365cid	post365cid	postied365cid	timesaid	pre7bplacebo	preisaf7bplacebo	preied7bplacebo	post7bplacebo	postied7bplacebo	pre90bplacebo	preisaf90bplacebo3	preied90bplacebo	post90bplacebo	postied90bplacebo	pre180bplacebo	preisaf180bplacebo	preied180bplacebo	post180bplacebo	postied180bplacebo3	pre365bplacebo	preisaf365bplacebo	preied365bplacebo	post365bplacebo	postied365bplacebo	pre7cplacebo	preisaf7cplacebo	preied7cplacebo	post7cplacebo	postied7cplacebo	pre90cplacebo	preisaf90cplacebo	preied90cplacebo	post90cplacebo	postied90cplacebo	pre180cplacebo	preied180cplacebo	pre365cplacebo	preied365cplacebo
638	0	"11/4/12"	4	11	2012	35441	"SHAHRAK"	34.1115	64.3036	2702	"Shahrak"	27	"Ghor"	2417	1500	7.313221	7.790282	1	"Dari"	0	5	0	0	0.0	1	1	2	1	1	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	-1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	-1	-1	2	0	0	0	-2	0	0	0	2	1	2	1	0	0	1.59	488	1	1	1	0	"11/4/12"	11	4	2012	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0	0.0	0.6981347	0.6931472	1.6114359	6.1903358	0.47000366	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	"West"	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0
639	0	"7/25/12"	25	7	2012	16678	"KHOWJA GHAR GHORAYAN"	33.5107	64.4432	2705	"Taywara"	27	"Ghor"	2221	634	6.452049	7.705713	1	"Dari"	0	9	274	2	197.1204	7	0	7	1	0	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	-2	-1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	-2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.539	2986	1	1	1	1	"7/25/12"	7	25	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0.0	1.9473377	1.9459101	2.1983352	8.001694	3.0703294	-4.6051702	-4.6051702	5.2838655			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	1	0	0	0	0	0	"West"	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
640	0	"11/25/12"	25	11	2012	27748	"SANGAN"	33.5917	65.0269	2706	"Pasaband"	27	"Ghor"	2767	1004	6.911747	7.925519	2	"Pashto"	1	7	0	0	0.0	1	1	2	1	1	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.116	23594	0	0	0	0	"11/25/12"	11	25	2012	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0	0.0	0.6981347	0.6931472	1.9473377	10.068748	3.1409576	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	"West"	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
641	0	"2/12/13"	12	2	2013	6191	"DAH HOOD"	35.1288	65.62	2701	"Chaghcharan"	27	"Ghor"	2636	966	6.873164	7.877018	1	"Dari"	0	4	0	0	0.0	0	2	2	0	1	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.915	59942	0	0	0	0	"2/12/13"	2	12	2013	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0	0.0	0.6981347	0.6931472	1.3887912	11.001133	4.247423	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	1	0	0	"West"	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	2	1	3	0	1	2	1	3	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	4	2
642	0	"8/29/12"	29	8	2012	35119	"CHAGHCHARAN"	34.5278	65.2546	2701	"Chaghcharan"	27	"Ghor"	2310	5700	8.648221	7.745003	1	"Dari"	0	2	0	0	0.0	5	5	10	1	1	1	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	0	0	1	0	0	1	0	1	0	0	0	2	1	2	1	5	0	5	1	0	0	1	0	0	3	0	3	0	1	0	2	1	1	1	11	1	14	2	0	3	1	3	1	7	1	4	0	1	0	2	1	1	1	23	3	22	2	0	-1	-1	7	1	0	1	-7	0	1	0	2	1	1	1	0	0	0.438	814	2	2	2	1	"8/29/12"	8	29	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0.0	2.3035846	2.3978953	0.6981347	6.7019725	-0.80296206	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	1	0	0	0	0	-1.0	2	0	0	1	0	-1.0	4	0	0	9	2	5.0	0	0	0	0	1	0	0	0	"West"	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	2	0	3	0	0	3	1	5	0	0	5	1	11	0	1	14	2	0	0	0	0	0	0	1	0	0	0	3	0	3	1	7	1	0	0	0	0	0	0	2	1	1	0	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
643	0	"8/2/12"	2	8	2012	35119	"CHAGHCHARAN"	34.5278	65.2546	2701	"Chaghcharan"	27	"Ghor"	2310	5700	8.648221	7.745003	1	"Dari"	0	2	0	0	0.0	2	2	4	1	1	1	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	4	0	6	1	0	2	1	0	0	2	0	2	0	1	0	2	1	1	1	10	1	14	2	0	4	1	3	1	6	1	3	0	1	0	2	1	1	1	22	3	21	2	0	-1	-1	7	1	0	1	-7	0	1	0	2	1	1	1	0	0	0.438	814	2	2	2	1	"8/2/12"	8	2	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0.0	1.3887912	1.609438	0.6981347	6.7019725	-0.80296206	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	1	0	0	1	1	0.0	2	0	0	9	2	7.0	4	0	0	12	2	8.0	0	0	0	0	0	0	0	1	"West"	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	3	0	0	4	1	4	0	0	6	1	10	0	1	14	2	0	0	0	0	0	0	0	0	0	0	2	0	3	1	6	1	0	0	0	0	0	0	1	1	1	0	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	5	0	6	0	4	17	1	0	0	0	0	0	0	0	0	0	0	1	0	3	1
644	0	"6/3/13"	3	6	2013	2534	"BABAIYAN"	34.4121	64.8873	2710	"Du Layna"	27	"Ghor"	2590	489	6.192362	7.859413	1	"Dari"	0	7	0	0	0.0	1	1	2	1	1	1	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.376	22281	0	0	0	1	"6/3/13"	6	3	2013	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0.0	0	0.0	0.6981347	1.0986123	1.9473377	10.01149	3.7701368	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	"West"	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	3	2	3	0	2	3	2	3	0	2	6	2	0	0	0	0	0	1	0	0	1	0	2	1	2	1
645	0	"5/3/12"	3	5	2012	15726	"KHAMT KHAIL"	32.8356	67.8169	608	"Muqur"	6	"Ghazni"	2012	451	6.111467	7.606884	2	"Pashto"	1	40	165	1	199.5212	1	0	1	1	0	1	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	4	1	0	-3	-1	0	0	0	0	0	0	0	0	0	0	0	0	8	2	22	4	0	14	2	0	0	0	0	0	0	0	0	1	0	1	0	26	4	38	7	0	12	3	0	0	0	0	0	0	0	0	1	0	1	0	35	6	44	8	0	9	2	3	0	0	0	-3	0	0	0	1	0	1	0	47	7	46	8	0	-1	1	5	0	0	0	-5	0	0	0	1	0	1	0	0	0	5.81	6169	0	0	2	1	"5/3/12"	5	3	2012	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0.0	0	0.0	0.0099503305	0.6931472	3.6891294	8.727294	1.7613002	3.0596457	-4.6051702	5.2959704			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	3	1	3.0	0	0	0	11	2	11.0	1	0	0	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	0	0	0	0	8	0	2	22	4	26	0	4	38	7	35	0	6	44	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	1	2	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
646	0	"5/29/12"	29	5	2012	23484	"PAS HESSAR"	33.5678	68.4228	601	"Ghazni"	6	"Ghazni"	2210	294	5.68358	7.700748	8	"Hazaragi"	0	34	54	2	202.1111	0	7	7	0	1	0	"Insurgent Indirect Fire"	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	-2	-1	1	1	0	0	-1	-1	0	0	0	0	0	0	3	1	6	0	0	3	-1	3	1	3	0	0	-1	0	0	0	0	0	0	3	1	18	1	0	15	0	4	1	12	0	8	-1	0	0	1	0	1	0	10	1	24	2	0	14	1	12	1	21	3	9	2	0	0	3	2	3	2	15	1	43	8	0	28	7	29	3	0	4	-29	1	0	0	6	4	6	4	0	0	1.675	1978	4	5	7	1	"5/29/12"	5	29	2012	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0.0	0	0.0	1.9473377	1.9459101	3.5266545	7.5898466	0.52176553	3.9701033	-4.6051702	5.308867			0	0	0	0	0	0.0	0	0	0	3	3	3.0	0	0	0	4	3	4.0	0	0	0	7	4	7.0	0	0	1	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	3	0	1	6	0	3	0	1	18	1	10	0	1	24	2	0	0	0	0	3	1	3	0	4	1	12	0	12	1	21	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	2	1	1	0	0	3	1	1	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
647	0	"6/10/12"	10	6	2012	19451	"MANZYE"	32.7722	67.7342	609	"Gelan"	6	"Ghazni"	1971	390	5.966147	7.586296	2	"Pashto"	1	39	0	0	0.0	2	2	4	1	1	1	"Insurgent Indirect Fire"	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	1	0	3	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	8	1	0	6	1	1	0	2	0	1	0	0	0	0	0	0	0	3	0	9	1	0	6	1	1	0	2	0	1	0	0	0	1	0	1	0	10	1	12	1	0	2	0	3	0	3	0	0	0	0	0	1	0	1	0	26	1	19	1	1	-7	0	7	0	0	1	-7	1	0	0	1	0	1	0	0	0	7.158	1590	1	1	3	1	"6/10/12"	6	10	2012	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0.0	0	0.0	1.3887912	1.609438	3.6638181	7.3714957	1.9696267	3.3864222	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	1	0	1.0	0	0	0	5	0	5.0	0	0	0	7	0	7.0	0	1	0	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	2	0	0	8	1	3	0	0	9	1	10	0	1	12	1	1	0	0	0	1	0	2	0	1	0	2	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	4	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0
648	0	"6/9/12"	9	6	2012	41127	"MULAJAN"	32.6698	67.6882	609	"Gelan"	6	"Ghazni"	1939	886	6.786717	7.569928	2	"Pashto"	1	0	0	0	0.0	1	3	4	1	1	0	"Insurgent Indirect Fire"	0	0	0	0	0	0	0	0	1	0	0	0	1	9	0	8	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	4	35	2	1	4	-2	0	0	0	0	0	0	0	0	0	0	0	0	37	4	48	3	2	11	-1	0	0	0	0	0	0	0	0	0	0	0	0	39	4	55	3	2	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	46	5	74	6	3	28	1	0	0	2	0	2	0	0	0	1	1	1	1	60	8	83	7	4	23	-1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	9.639	9891	0	0	1	1	"6/9/12"	6	9	2012	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0.0	0	0.0	1.3887912	1.3862944	-4.6051702	9.199382	2.2668543	3.3864222	-4.6051702	-4.6051702			0	0	0	0	0	0.0	1	0	0	3	0	2.0	1	0	0	5	1	4.0	1	0	0	14	2	13.0	0	0	1	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9	1	0	8	0	37	2	4	48	3	39	2	4	55	3	46	3	5	74	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	2	0	0	2	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
649	0	"8/29/12"	29	8	2012	2987	"BAHLOL SAHIB"	33.5607	68.4253	601	"Ghazni"	6	"Ghazni"	2210	1827	7.51043	7.700748	1	"Dari"	0	32	325	1	185.2092	4	1	5	1	1	1	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	0	0	0	3	0	1	0	-2	0	1	1	0	0	-1	-1	4	1	5	0	0	1	-1	6	2	7	1	1	-1	1	1	0	0	-1	-1	12	2	11	1	0	-1	-1	11	2	24	1	13	-1	6	5	1	0	-5	-5	14	2	17	4	0	3	2	18	3	30	5	12	2	7	5	2	1	-5	-4	19	2	37	10	0	18	8	36	6	77	13	41	7	8	5	5	4	-3	-1	35	5	88	28	0	53	23	84	15	0	27	-84	12	8	5	12	10	4	5	0	0	0.895	1109	4	6	7	1	"8/29/12"	8	29	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0.0	1.6114359	1.7917595	3.4660482	7.011223	-0.09982035	3.9701033	-4.6051702	5.22154			1	0	0	0	0	-1.0	3	0	1	0	0	-3.0	5	0	1	3	1	-2.0	11	0	5	10	2	-1.0	0	0	0	0	0	0	1	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2	0	0	2	0	12	0	2	11	1	14	0	2	17	4	19	0	2	37	10	3	0	1	0	11	2	24	1	18	3	30	5	36	6	77	13	1	1	0	0	6	5	1	0	7	5	2	1	8	5	5	4	0	0	0	0	1	0	0	0	0	2	0	2	0	0	4	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
650	0	"3/30/13"	30	3	2013	11778	"HAKIM SAHIB SANAYE"	33.5608	68.4108	601	"Ghazni"	6	"Ghazni"	2220	1543	7.341484	7.705263	1	"Dari"	0	36	0	0	0.0	3	13	16	1	1	0	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	1	0	3	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	6	2	0	4	2	4	1	3	1	-1	0	0	0	0	0	0	0	10	1	17	4	0	7	3	8	3	24	6	16	3	1	1	1	1	0	0	20	4	30	7	0	10	3	30	5	55	10	25	5	2	1	3	3	1	2	53	8	56	20	0	3	12	61	10	85	21	24	11	9	6	9	9	0	3	78	13	75	23	0	-3	10	124	18	0	22	-124	4	10	6	9	9	-1	3	0	0	1.292	1378	4	6	7	0	"3/30/13"	3	30	2013	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0	0.0	2.7732136	2.7725887	3.5837967	7.228396	0.2639016	3.9701033	-4.6051702	-4.6051702			0	0	0	0	0	0.0	2	0	1	0	0	-2.0	5	0	2	6	1	1.0	8	0	4	20	4	12.0	0	0	0	0	1	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	3	1	10	0	1	17	4	20	0	4	30	7	53	0	8	56	20	1	0	1	1	8	3	24	6	30	5	55	10	61	10	85	21	0	0	0	0	1	1	1	1	2	1	3	3	9	6	9	9	0	0	0	0	0	0	3	0	0	2	0	3	0	0	2	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
651	0	"4/28/13"	28	4	2013	22062	"NEYAZI"	33.4624	68.3714	601	"Ghazni"	6	"Ghazni"	2238	514	6.242223	7.713338	2	"Pashto"	1	19	0	0	0.0	1	0	1	1	0	0	"Crossfire"	0	0	1	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	11	1	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	19	1	32	5	2	13	4	1	0	10	0	9	0	0	0	0	0	0	0	34	1	56	10	2	22	9	1	0	16	1	15	1	0	0	0	0	0	0	86	6	90	20	3	4	14	5	0	19	2	14	2	0	0	0	0	0	0	114	10	108	20	3	-6	10	9	0	0	2	-9	2	0	0	0	0	0	0	0	0	13.504	7048	0	0	1	1	"4/28/13"	4	28	2013	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0.0	0	0.0	0.0099503305	0.0	2.9449651	8.8605	2.6037261	3.9701033	-4.6051702	-4.6051702			1	0	1	0	0	-1.0	3	0	2	2	1	-1.0	3	0	2	4	2	1.0	3	0	2	10	3	7.0	0	0	1	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	19	2	1	32	5	34	2	1	56	10	86	3	6	90	20	0	0	0	0	1	0	10	0	1	0	16	1	5	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
652	0	"10/17/11"	17	10	2011	35312	"LASHKAR GAH"	31.5818	64.3547	2301	"Lashkar Gah"	23	"Helmand"	771	35900	10.48849	6.647688	2	"Pashto"	1	13	0	0	0.0	0	1	1	0	1	0	"Accident"	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	1	-2	1	1	0	0	-1	-1	0	0	0	0	0	0	9	8	6	2	0	-3	-6	2	1	0	0	-2	-1	0	0	0	0	0	0	15	10	16	5	1	1	-5	2	1	2	1	0	0	0	0	0	0	0	0	21	11	50	13	1	29	2	3	1	3	2	0	1	0	0	0	0	0	0	26	11	138	29	1	112	18	9	5	0	3	-9	-2	0	0	0	0	0	0	0	0	1.05	1227	1	8	8	0	"10/17/11"	10	17	2011	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0.0	0	0.0	0.0099503305	0.0	2.5657182	7.1123357	0.058268864	2.656055	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	1	0	1.0	0	0	0	6	1	6.0	0	0	0	30	3	30.0	1	0	0	0	0	0	0	0	"South West"	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	9	0	8	6	2	15	1	10	16	5	21	1	11	50	13	0	0	0	0	2	1	0	0	2	1	2	1	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	4	0	1	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
